#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dns
#open	2013-08-29-15-05-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	trans_id	query	qclass	qclass_name	qtype	qtype_name	rcode	rcode_name	AA	TC	RD	RA	Z	answers	TTLs	rejected
#types	time	string	addr	port	addr	port	enum	count	string	count	string	count	string	count	string	bool	bool	bool	bool	count	vector[string]	vector[interval]	bool
1377768905.798216	irofcovFcFd	172.20.10.5	6164	122.160.120.56	53	udp	16876	news.google.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	news.l.google.com,173.194.36.33,173.194.36.34,173.194.36.35,173.194.36.36,173.194.36.37,173.194.36.38,173.194.36.39,173.194.36.40,173.194.36.41,173.194.36.46,173.194.36.32	7099.000000,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000	F
1377768905.798696	EmvTD1Wq9e4	172.20.10.5	4285	122.160.120.56	53	udp	47027	encrypted-tbn2.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.69,74.125.236.70,74.125.236.71,74.125.236.72,74.125.236.73,74.125.236.78,74.125.236.64,74.125.236.65,74.125.236.66,74.125.236.67,74.125.236.68	176.000000,176.000000,176.000000,176.000000,176.000000,176.000000,176.000000,176.000000,176.000000,176.000000,176.000000	F
1377768905.799137	sJF1PDRpAMh	172.20.10.5	27939	122.160.120.56	53	udp	35157	plus.google.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	173.194.36.14,173.194.36.0,173.194.36.1,173.194.36.2,173.194.36.3,173.194.36.4,173.194.36.5,173.194.36.6,173.194.36.7,173.194.36.8,173.194.36.9	149.000000,149.000000,149.000000,149.000000,149.000000,149.000000,149.000000,149.000000,149.000000,149.000000,149.000000	F
1377768905.799847	mIru12umxBl	172.20.10.5	59597	122.160.120.56	53	udp	50790	t1.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.83,74.125.236.84,74.125.236.80,74.125.236.81,74.125.236.82	262.000000,262.000000,262.000000,262.000000,262.000000	F
1377768905.799591	OmpoftZtpl8	172.20.10.5	42883	122.160.120.56	53	udp	45077	t0.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.82,74.125.236.83,74.125.236.84,74.125.236.80,74.125.236.81	190.000000,190.000000,190.000000,190.000000,190.000000	F
1377768905.800102	CGJVsZth9m7	172.20.10.5	38481	122.160.120.56	53	udp	31996	t2.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.50,74.125.236.51,74.125.236.52,74.125.236.48,74.125.236.49	93.000000,93.000000,93.000000,93.000000,93.000000	F
1377768906.798547	azPsHqTqPJe	172.20.10.5	56833	202.56.230.7	53	udp	23293	news.google.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	news.l.google.com,173.194.36.8,173.194.36.14,173.194.36.7,173.194.36.9,173.194.36.0,173.194.36.4,173.194.36.1,173.194.36.5,173.194.36.6,173.194.36.3,173.194.36.2	387446.000000,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000	F
1377768907.800211	aaDCL24Jsde	172.20.10.5	7128	122.160.120.56	53	udp	62077	t1.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.209,74.125.236.210,74.125.236.211,74.125.236.212,74.125.236.208	207.000000,207.000000,207.000000,207.000000,207.000000	F
1377768907.800149	hBwlX1CKEe7	172.20.10.5	58099	122.160.120.56	53	udp	42761	t0.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.177,74.125.236.178,74.125.236.179,74.125.236.180,74.125.236.176	192.000000,192.000000,192.000000,192.000000,192.000000	F
1377768907.932202	kgwxGxTW8R7	172.20.10.5	4685	122.160.120.56	53	udp	56304	plus.google.com	1	C_INTERNET	28	AAAA	0	NOERROR	F	F	T	T	0	2404:6800:4009:801::1003	168.000000	F
1377768906.799913	3mPoAct3Y6e	172.20.10.5	40415	202.56.230.7	53	udp	21311	t1.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.180,74.125.236.177,74.125.236.179,74.125.236.178,74.125.236.176	213.000000,213.000000,213.000000,213.000000,213.000000	F
1377768906.799696	DHTiYc39FL7	172.20.10.5	21363	202.56.230.7	53	udp	41616	t0.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.209,74.125.236.210,74.125.236.208,74.125.236.212,74.125.236.211	9.000000,9.000000,9.000000,9.000000,9.000000	F
1377768907.799817	p454ObI6Gm	172.20.10.5	58173	122.160.120.56	53	udp	51517	encrypted-tbn2.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.68,74.125.236.69,74.125.236.70,74.125.236.71,74.125.236.72,74.125.236.73,74.125.236.78,74.125.236.64,74.125.236.65,74.125.236.66,74.125.236.67	253.000000,253.000000,253.000000,253.000000,253.000000,253.000000,253.000000,253.000000,253.000000,253.000000,253.000000	F
1377768906.799292	t4Hr62X83Zk	172.20.10.5	4890	202.56.230.7	53	udp	30687	plus.google.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.105,74.125.236.110,74.125.236.100,74.125.236.102,74.125.236.101,74.125.236.99,74.125.236.98,74.125.236.97,74.125.236.103,74.125.236.96,74.125.236.104	289.000000,289.000000,289.000000,289.000000,289.000000,289.000000,289.000000,289.000000,289.000000,289.000000,289.000000	F
1377768906.800172	bEVV8tfKHT	172.20.10.5	26841	202.56.230.7	53	udp	36136	t2.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.210,74.125.236.211,74.125.236.212,74.125.236.208,74.125.236.209	67.000000,67.000000,67.000000,67.000000,67.000000	F
1377768907.930191	WHX7qKKTb5l	172.20.10.5	41697	122.160.120.56	53	udp	57601	encrypted-tbn2.gstatic.com	1	C_INTERNET	28	AAAA	0	NOERROR	F	F	T	T	0	2404:6800:4007:802::1008	124.000000	F
1377768907.800023	xTag6w4KHul	172.20.10.5	56857	122.160.120.56	53	udp	53481	plus.google.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.101,74.125.236.102,74.125.236.103,74.125.236.104,74.125.236.105,74.125.236.110,74.125.236.96,74.125.236.97,74.125.236.98,74.125.236.99,74.125.236.100	229.000000,229.000000,229.000000,229.000000,229.000000,229.000000,229.000000,229.000000,229.000000,229.000000,229.000000	F
1377768906.798840	YeZuFOtYtu	172.20.10.5	51985	202.56.230.7	53	udp	6539	encrypted-tbn2.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.198,74.125.236.199,74.125.236.200,74.125.236.201,74.125.236.206,74.125.236.192,74.125.236.193,74.125.236.194,74.125.236.195,74.125.236.196,74.125.236.197	297.000000,297.000000,297.000000,297.000000,297.000000,297.000000,297.000000,297.000000,297.000000,297.000000,297.000000	F
1377768907.932927	21OkucBRSw9	172.20.10.5	1387	122.160.120.56	53	udp	43299	t1.gstatic.com	1	C_INTERNET	28	AAAA	0	NOERROR	F	F	T	T	0	2404:6800:4007:800::1010	85.000000	F
1377768907.932927	oRkf5fckrsc	172.20.10.5	42678	122.160.120.56	53	udp	58993	t0.gstatic.com	1	C_INTERNET	28	AAAA	0	NOERROR	F	F	T	T	0	2404:6800:4007:803::1011	191.000000	F
1377768907.933015	kfBz9TXYyp5	172.20.10.5	17001	122.160.120.56	53	udp	2189	t2.gstatic.com	1	C_INTERNET	28	AAAA	0	NOERROR	F	F	T	T	0	2404:6800:4007:801::1012	4.000000	F
1377768907.991667	5vVQ4ozggj8	172.20.10.5	51585	122.160.120.56	53	udp	55401	t3.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.180,74.125.236.176,74.125.236.177,74.125.236.178,74.125.236.179	65.000000,65.000000,65.000000,65.000000,65.000000	F
1377768908.009543	znxL2eLiEb4	172.20.10.5	18412	122.160.120.56	53	udp	40595	www.gstatic.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	74.125.236.111	218.000000	F
1377768908.120826	6FBkoMAg4Q4	172.20.10.5	6956	122.160.120.56	53	udp	39387	t3.gstatic.com	1	C_INTERNET	28	AAAA	0	NOERROR	F	F	T	T	0	2404:6800:4007:801::1013	284.000000	F
1377768908.123900	mmagFfozlX8	172.20.10.5	55625	122.160.120.56	53	udp	62342	www.gstatic.com	1	C_INTERNET	28	AAAA	0	NOERROR	F	F	T	T	0	2404:6800:4009:801::100f	222.000000	F
1377768908.123836	6fnpiJf5XTc	172.20.10.5	56608	202.56.230.7	53	udp	28034	news.google.com	1	C_INTERNET	28	AAAA	0	NOERROR	F	F	T	T	0	news.l.google.com,2404:6800:4009:803::1007	390829.000000,241.000000	F
